倒序	倒序 ‮
雪饼	雪饼 🍥
雪餅	雪餅 🍥
雪顶	雪顶 🏔
雪頂	雪頂 🏔
雪糕	雪糕 🍦 🍧 🍨
雪花	雪花 ❄
雪花片	雪花片 ❄
雪岭	雪岭 🏔
雪嶺	雪嶺 🏔
雪人	雪人 ☃ ⛄
雪山	雪山 🏔
雪杖	雪杖 🎿
血型	血型 🅰 🅱 🅾 🆎
勋章	勋章 🎖
勳章	勳章 🎖
循环	循环 ♻ 🔁 🔃 🔄
循环播放	循环播放 🔁
循環	循環 ♻ 🔁 🔃 🔄
循環播放	循環播放 🔁
讯息	讯息 ✉
訊息	訊息 ✉
蕈类	蕈类 🍄
蕈類	蕈類 🍄
压路机	压路机 🚜
压缩	压缩 🗜
孲𤘅	孲𤘅 👶
壓路機	壓路機 🚜
壓縮	壓縮 🗜
牙买加	牙买加 🇯🇲
牙買加	牙買加 🇯🇲
亚美尼亚	亚美尼亚 🇦🇲
亚塞拜然	亚塞拜然 🇦🇿
亚森欣	亚森欣 🇸🇭
亚洲	亚洲 🌏
亚洲澳洲	亚洲澳洲 🌏
亞美尼亞	亞美尼亞 🇦🇲
亞塞拜然	亞塞拜然 🇦🇿
亞森欣	亞森欣 🇸🇭
亞洲	亞洲 🌏
亞洲澳洲	亞洲澳洲 🌏
烟	烟 🚬
烟囱	烟囱 🏭
烟花	烟花 🎆 🎇
烟火	烟火 🎆
菸	菸 🚬
煙	煙 🚬
煙囪	煙囪 🏭
煙花	煙花 🎆 🎇
煙火	煙火 🎆
严肃	严肃 😠
嚴肅	嚴肅 😠
眼	眼 👀 👁
眼馋	眼馋 😋
眼饞	眼饞 😋
眼光	眼光 👀
眼睛	眼睛 👀
眼镜	眼镜 👓
眼鏡	眼鏡 👓
眼泪	眼泪 😭
眼淚	眼淚 😭
眼冒金星	眼冒金星 😵
演讲	演讲 🗣
演講	演講 🗣
厌倦	厌倦 😩
焰火	焰火 🎆 🎇
厭倦	厭倦 😩
扬声器	扬声器 🔈
羊	羊 🐏 🐐 🐑
羊羔	羊羔 🐑
羊皮纸	羊皮纸 📜
羊皮紙	羊皮紙 📜
羊肉	羊肉 🐏
阳谋	阳谋 🌝
洋装	洋装 👗
洋裝	洋裝 👗
陽謀	陽謀 🌝
揚聲器	揚聲器 🔈
养神	养神 😑
养鱼	养鱼 🐠
養神	養神 😑
養魚	養魚 🐠
妖怪	妖怪 👺 👻
妖精	妖精 👺
妖物	妖物 👺
搖桿	搖桿 🎮 🕹
搖滾	搖滾 🤘
摇杆	摇杆 🎮 🕹
摇滚	摇滚 🤘
药	药 💊
药丸	药丸 💊
要得	要得 👌
要哭了	要哭了 😩
藥	藥 💊
藥丸	藥丸 💊
鑰匙	鑰匙 🔑
椰子树	椰子树 🌴
椰子樹	椰子樹 🌴
爷爷	爷爷 👴
耶	耶 ✌
爺爺	爺爺 👴
也就这样	也就这样 😪
也就這樣	也就這樣 😪
也门	也门 🇾🇪
也門	也門 🇾🇪
野狗	野狗 🐕
野狼	野狼 🐺
野马	野马 🐎
野馬	野馬 🐎
野营	野营 ⛺ 🏕
野營	野營 ⛺ 🏕
野猪	野猪 🐗
野豬	野豬 🐗
业绩上涨	业绩上涨 📈
业绩下滑	业绩下滑 📉
叶门	叶门 🇾🇪
叶子	叶子 🍃
曳引机	曳引机 🚜
曳引機	曳引機 🚜
页面	页面 📃 📄
夜	夜 🌃
夜间的桥	夜间的桥 🌉
夜間的橋	夜間的橋 🌉
夜景	夜景 🌃 🌉
夜空	夜空 🌙
夜色	夜色 🌃
夜晚	夜晚 🌃
頁面	頁面 📃 📄
葉門	葉門 🇾🇪
葉子	葉子 🍃
業績上漲	業績上漲 📈
業績下滑	業績下滑 📉
一	一 1⃣
一百分	一百分 💯
一边去	一边去 😛
一邊去	一邊去 😛
一点	一点 🕐
一点半	一点半 🕜
一点钟	一点钟 🕐
一點	一點 🕐
一點半	一點半 🕜
一點鐘	一點鐘 🕐
一定	一定 🙆
一分钟	一分钟 ☝
一分鐘	一分鐘 ☝
一个	一个 ☝
一个人	一个人 👤
一個	一個 ☝
一個人	一個人 👤
一家	一家 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
一家三口	一家三口 👨‍👨‍👦 👨‍👨‍👧 👨‍👩‍👦 👨‍👩‍👧 👩‍👩‍👦 👩‍👩‍👧
一家四口	一家四口 👨‍👨‍👦‍👦 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👩‍👦‍👦 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧
一见钟情	一见钟情 💘
一見鍾情	一見鍾情 💘
一箭穿心	一箭穿心 💘
一卷报纸	一卷报纸 🗞
一卷報紙	一卷報紙 🗞
一摞课本	一摞课本 📚
一摞課本	一摞課本 📚
一摞书	一摞书 📚
一摞書	一摞書 📚
一群人	一群人 👥
一人	一人 👤
一束花	一束花 💐
一索得男	一索得男 👨‍👩‍👦
一碗饭	一碗饭 🍚
一碗飯	一碗飯 🍚
一碗面	一碗面 🍜
一碗麵	一碗麵 🍜
一小会	一小会 ☝
一小會	一小會 ☝
一阵间	一阵间 ☝
一陣間	一陣間 ☝
伊拉克	伊拉克 🇮🇶
伊朗	伊朗 🇮🇷
伊斯兰	伊斯兰 ☪
伊斯兰教	伊斯兰教 ☪
伊斯蘭	伊斯蘭 ☪
伊斯蘭教	伊斯蘭教 ☪
衣服	衣服 👔 👕 👗 👚
衣索比亚	衣索比亚 🇪🇹
衣索比亞	衣索比亞 🇪🇹
医疗	医疗 💉 💊
医疗车	医疗车 🚑
医院	医院 🏥
醫療	醫療 💉 💊
醫療車	醫療車 🚑
醫院	醫院 🏥
移动的星	移动的星 💫
移动电话	移动电话 📱
移动电话关机	移动电话关机 📴
移動的星	移動的星 💫
移動電話	移動電話 📱
移動電話關機	移動電話關機 📴
疑问	疑问 ❓ ❔ 😖
疑問	疑問 ❓ ❔ 😖
已满	已满 🈵
已滿	已滿 🈵
以色列	以色列 🇮🇱
蚁	蚁 🐜
椅	椅 💺
椅子	椅子 💺
蟻	蟻 🐜
义大利	义大利 🇮🇹
义大利面	义大利面 🍝
艺术	艺术 🎨
异形	异形 👽
驿	驿 🚉
異形	異形 👽
意大利	意大利 🇮🇹
意大利国旗	意大利国旗 🇮🇹
意大利面	意大利面 🍝
意大利面条	意大利面条 🍝
意大利麵條	意大利麵條 🍝
意面	意面 🍝
意麵	意麵 🍝
義大利	義大利 🇮🇹
義大利國旗	義大利國旗 🇮🇹
義大利麵	義大利麵 🍝
鮨	鮨 🍣
藝術	藝術 🎨
驛	驛 🚉
阴	阴 🌥
阴暗	阴暗 🌚
阴暗面	阴暗面 🌚
阴谋	阴谋 🌚
阴天	阴天 ☁ ⛅ 🌥
阴阳	阴阳 ☯
音符	音符 🎵 🎶
音乐	音乐 🎤 🎧 🎵 🎶 🎷 🎸 🎹 🎺 🎻 🎼 📯
音乐键盘	音乐键盘 🎹
音乐之邦	音乐之邦 🇦🇹
音樂	音樂 🎤 🎧 🎵 🎶 🎷 🎸 🎹 🎺 🎻 🎼 📯
音樂鍵盤	音樂鍵盤 🎹
音樂之邦	音樂之邦 🇦🇹
音量	音量 🔊
音箱	音箱 🔈
音响	音响 🔈
音響	音響 🔈
陰	陰 🌥
陰暗	陰暗 🌚
陰暗面	陰暗面 🌚
陰謀	陰謀 🌚
陰天	陰天 ☁ ⛅ 🌥
陰陽	陰陽 ☯
银河	银河 🌌
银河系	银河系 🌌
银行	银行 🏦
银行卡	银行卡 💳
銀河	銀河 🌌
銀河系	銀河系 🌌
銀行	銀行 🏦
銀行卡	銀行卡 💳
饮料	饮料 ☕ 🍵 🍶 🍷 🍸 🍹 🍺 🍻
饮品	饮品 🍶
饮水区	饮水区 🚰
饮用水	饮用水 🚰
隐秘	隐秘 🔏
隐私	隐私 ㊙ 🔏
飲料	飲料 ☕ 🍵 🍶 🍷 🍸 🍹 🍺 🍻
飲品	飲品 🍶
飲水區	飲水區 🚰
飲用水	飲用水 🚰
隱秘	隱秘 🔏
隱私	隱私 ㊙ 🔏
印度	印度 🇮🇳
印度教	印度教 🕉
印度尼西亚	印度尼西亚 🇮🇩
印度尼西亞	印度尼西亞 🇮🇩
印尼	印尼 🇮🇩
英镑	英镑 💷
英鎊	英鎊 💷
英格兰	英格兰 🇬🇧
英格蘭	英格蘭 🇬🇧
英国	英国 🇬🇧
英国国旗	英国国旗 🇬🇧
英國	英國 🇬🇧
英國國旗	英國國旗 🇬🇧
英文大写	英文大写 🔠
英文大寫	英文大寫 🔠
英文键盘	英文键盘 🔤
英文鍵盤	英文鍵盤 🔤
英文输入法	英文输入法 🔤
英文輸入法	英文輸入法 🔤
英文小写	英文小写 🔡
英文小寫	英文小寫 🔡
英文字	英文字 🔤
英属维京群岛	英属维京群岛 🇻🇬
英属印度洋领地	英属印度洋领地 🇮🇴
英屬維京群島	英屬維京群島 🇻🇬
英屬印度洋領地	英屬印度洋領地 🇮🇴
婴	婴 👶
婴儿	婴儿 👶 🚼
婴儿厕所	婴儿厕所 🚼
婴孩	婴孩 👶
樱花	樱花 🌸
樱花之国	樱花之国 🇯🇵
樱桃	樱桃 🍒
嬰	嬰 👶
嬰兒	嬰兒 👶 🚼
嬰兒廁所	嬰兒廁所 🚼
嬰孩	嬰孩 👶
櫻花	櫻花 🌸
櫻花之國	櫻花之國 🇯🇵
櫻桃	櫻桃 🍒
盈凸月	盈凸月 🌔
盈月	盈月 🌔
荧幕	荧幕 💻
营	营 🈺
营业	营业 🈺
营业中	营业中 🈺
営	営 🈺
營	營 🈺
營業	營業 🈺
營業中	營業中 🈺
螢幕	螢幕 💻
赢了	赢了 ✌
贏了	贏了 ✌
影片	影片 🎞
影相	影相 📸
影院	影院 🎦 🎬
哟	哟 😯
喲	喲 😯
拥抱抱一抱	拥抱抱一抱 🤗
擁抱抱一抱	擁抱抱一抱 🤗
泳装	泳装 👙
泳裝	泳裝 👙
用餐	用餐 🍴
忧虑	忧虑 😔
幽魂	幽魂 👻
幽灵	幽灵 👻
幽靈	幽靈 👻
憂慮	憂慮 😔
犹太教	犹太教 ✡
犹太教堂	犹太教堂 🕍
犹豫	犹豫 😔
邮便所	邮便所 🏣
邮号	邮号 📯
邮件	邮件 ✉ 📧
邮局	邮局 🏣 🏤
邮轮	邮轮 🚢 🛳
邮筒	邮筒 📮
邮箱	邮箱 📪 📫 📬 📭 📮
邮政号角	邮政号角 📯
邮政局	邮政局 🏤
油画棒	油画棒 🖍
油畫棒	油畫棒 🖍
油桶	油桶 🛢
油筒	油筒 🛢
油站	油站 ⛽
油棕之国	油棕之国 🇧🇯
油棕之國	油棕之國 🇧🇯
郵便所	郵便所 🏣
郵號	郵號 📯
郵件	郵件 ✉ 📧
郵局	郵局 🏣 🏤
郵輪	郵輪 🚢 🛳
郵筒	郵筒 📮
郵箱	郵箱 📪 📫 📬 📭 📮
郵政號角	郵政號角 📯
郵政局	郵政局 🏤
游乐场	游乐场 🎠 🎡
游乐园	游乐园 🎠
游艇	游艇 ⛵
游戏	游戏 🎮 🎰 👾
游戏机	游戏机 🎮
游戏牌	游戏牌 🎴
游戏手柄	游戏手柄 🕹
游泳	游泳 🏊
猶太教	猶太教 ✡
猶太教堂	猶太教堂 🕍
猶豫	猶豫 😔
遊樂場	遊樂場 🎠 🎡
遊樂園	遊樂園 🎠
遊艇	遊艇 ⛵
遊戲	遊戲 🎮 🎰 👾
遊戲機	遊戲機 🎮
遊戲牌	遊戲牌 🎴
遊戲手柄	遊戲手柄 🕹
友好	友好 👬
友情	友情 👭
有	有 🈶
有病	有病 🤒
有电	有电 ⚡
有電	有電 ⚡
有毒	有毒 ☠
有轨电车	有轨电车 🚃 🚋 🚎
有軌電車	有軌電車 🚃 🚋 🚎
有空位	有空位 🈳
有来信	有来信 📬
有來信	有來信 📬
有钱	有钱 💰
有钱人	有钱人 💰
有錢	有錢 💰
有錢人	有錢人 💰
有雾	有雾 🌁
有霧	有霧 🌁
有信寄出	有信寄出 📫
有邮件	有邮件 📫
有郵件	有郵件 📫
有雨	有雨 🌧
有云	有云 ☁
有雲	有雲 ☁
右	右 ➡
右边	右边 👉
右邊	右邊 👉
右回转	右回转 ↪
右迴轉	右迴轉 ↪
右上	右上 ↗
右上箭头	右上箭头 ↗
右上箭頭	右上箭頭 ↗
右手边	右手边 👉
右手邊	右手邊 👉
右下	右下 ↘
右下箭头	右下箭头 ↘
右下箭頭	右下箭頭 ↘
右转	右转 ➡
右轉	右轉 ➡
幼儿	幼儿 👶
幼兒	幼兒 👶
幼苗	幼苗 🌱
幼童	幼童 👶
幼稚	幼稚 😒
鱼	鱼 🐟 🐠
鱼板	鱼板 🍥
鱼饼	鱼饼 🍥
鱼类	鱼类 🐟
娛樂	娛樂 🎢 🎤
娱乐	娱乐 🎢 🎤
渔	渔 🎣
魚	魚 🐟 🐠
魚板	魚板 🍥
魚餅	魚餅 🍥
魚類	魚類 🐟
漁	漁 🎣
羽毛球	羽毛球 🏸
羽毛球拍	羽毛球拍 🏸
雨	雨 🌧
雨伞	雨伞 ☔ 🌂
雨傘	雨傘 ☔ 🌂
语言	语言 🌐
語言	語言 🌐
玉米	玉米 🌽
玉米穗	玉米穗 🌽
玉蜀黍	玉蜀黍 🌽
郁金香	郁金香 🌷
郁闷	郁闷 😒 😫
浴池	浴池 🛁
浴缸	浴缸 🛁
浴衣	浴衣 👘
预定	预定 🈯
預定	預定 🈯
鬱金香	鬱金香 🌷
鬱悶	鬱悶 😒 😫
元宵	元宵 🏮
原谅我	原谅我 🙏
原諒我	原諒我 🙏
原子	原子 ⚛
原子笔	原子笔 🖊
原子筆	原子筆 🖊
原子弹	原子弹 ☢
原子彈	原子彈 ☢
原子能	原子能 ⚛
圆领衫	圆领衫 👕
圆圈	圆圈 ⭕
圆图钉	圆图钉 📍
圆形按钮	圆形按钮 🔘
圆月	圆月 🌕
圆珠笔	圆珠笔 🖊
圓領衫	圓領衫 👕
圓圈	圓圈 ⭕
圓圖釘	圓圖釘 📍
圓形按鈕	圓形按鈕 🔘
圓月	圓月 🌕
圓珠筆	圓珠筆 🖊
约旦	约旦 🇯🇴
約旦	約旦 🇯🇴
月	月 🈷 🌝
月儿	月儿 🌙
月兒	月兒 🌙
月份	月份 🈷
月光	月光 🌝
月黑风高	月黑风高 🌚
月黑風高	月黑風高 🌚
月老	月老 💘
月亮	月亮 🌙 🌛 🌝
月色	月色 🌃 🌙
月神	月神 🌝
月蚀	月蚀 🌑
月食	月食 🌑
月蝕	月蝕 🌑
月弯弯	月弯弯 🌛 🌜
月彎彎	月彎彎 🌛 🌜
月牙	月牙 🌒
月芽	月芽 🌛 🌜
月夜	月夜 🌙
月圆	月圆 🌕
月圓	月圓 🌕
钥匙	钥匙 🔑
阅读	阅读 📖
阅读邮件	阅读邮件 📨
跃动的心	跃动的心 💗
越南	越南 🇻🇳
越野车	越野车 🚙
越野車	越野車 🚙
閱讀	閱讀 📖
閱讀郵件	閱讀郵件 📨
躍動的心	躍動的心 💗
云	云 ☁
云霄飞车	云霄飞车 🎢
雲	雲 ☁
雲霄飛車	雲霄飛車 🎢
允许	允许 ✅
允許	允許 ✅
运动	运动 ⚽ ⚾ ⛳ ⛹ 🎣 🎽 🎾 🎿 🏀 🏁 🏂 🏃 🏄 🏆 🏇 🏈 🏉 🏊 🚵
运动背心	运动背心 🎽
运动场	运动场 🏟
运动衫	运动衫 🎽
运动鞋	运动鞋 👟
运货	运货 🚚
晕	晕 😢 😿
晕头转向	晕头转向 💫
晕眩	晕眩 💫
運動	運動 ⚽ ⚾ ⛳ ⛹ 🎣 🎽 🎾 🎿 🏀 🏁 🏂 🏃 🏄 🏆 🏇 🏈 🏉 🏊 🚵
運動背心	運動背心 🎽
運動場	運動場 🏟
運動衫	運動衫 🎽
運動鞋	運動鞋 👟
運貨	運貨 🚚
暈	暈 😢 😿
暈頭轉向	暈頭轉向 💫
暈眩	暈眩 💫
杂技	杂技 🎪
杂耍	杂耍 🎪 👲
砸了	砸了 😖
雜技	雜技 🎪
雜耍	雜耍 🎪 👲
再见	再见 👋
再見	再見 👋
在建	在建 🏗
暂停	暂停 ⏸
暫停	暫停 ⏸
赞	赞 👍
赞比亚	赞比亚 🇿🇲
贊	贊 👍
贊比亞	贊比亞 🇿🇲
葬礼	葬礼 💮
葬禮	葬禮 💮
早晨	早晨 🌄
早上好	早上好 🙂
澡盆	澡盆 🛁
泽西	泽西 🇯🇪
澤西	澤西 🇯🇪
怎么会	怎么会 😢 😿
怎么可能	怎么可能 🤔
怎麼會	怎麼會 😢 😿
怎麼可能	怎麼可能 🤔
增高	增高 🔼
轧路机	轧路机 🚜
軋路機	軋路機 🚜
眨眼	眨眼 😉 😜
乍得	乍得 🇹🇩
诈骗	诈骗 💸
炸弹	炸弹 💣
炸彈	炸彈 💣
炸虾	炸虾 🍤
炸蝦	炸蝦 🍤
詐騙	詐騙 💸
宅	宅 🏠
粘贴板	粘贴板 📋
粘貼板	粘貼板 📋
占卜	占卜 🔮
张开	张开 👐
张开双手	张开双手 👐
张嘴笑	张嘴笑 😃
張開	張開 👐
張開雙手	張開雙手 👐
張嘴笑	張嘴笑 😃
章鱼	章鱼 🐙
章魚	章魚 🐙
涨	涨 🆙 📈
涨势	涨势 📈
掌声	掌声 👏
掌聲	掌聲 👏
掌印	掌印 🐾
漲	漲 🆙 📈
漲勢	漲勢 📈
帐本	帐本 📒
帐簿	帐簿 📒
帐蓬	帐蓬 ⛺
帐篷	帐篷 ⛺
账本	账本 📒
账簿	账簿 📒
帳本	帳本 📒
帳簿	帳簿 📒
帳蓬	帳蓬 ⛺
帳篷	帳篷 ⛺
賬本	賬本 📒
賬簿	賬簿 📒
招呼	招呼 🙋
招手	招手 🙋
找换	找换 💱
找換	找換 💱
找死	找死 😠 😾
照明	照明 🔦
照相	照相 📷 📸
照相机	照相机 📷
照相機	照相機 📷
这	这 😥 😿
这里	这里 🈁
這	這 😥 😿
這裏	這裏 🈁
针	针 💉
针筒	针筒 💉
侦探	侦探 🕵
真棒	真棒 👍 💯 😺
真的假的	真的假的 😳
真的吗	真的吗 😓 😳
真的嗎	真的嗎 😓 😳
真好	真好 😀 😺 🙆
真好玩	真好玩 😆
真心	真心 💖
針	針 💉
針筒	針筒 💉
偵探	偵探 🕵
阵列	阵列 📡
阵雨	阵雨 🌦
陣列	陣列 📡
陣雨	陣雨 🌦
振动模式	振动模式 📳
振動模式	振動模式 📳
震动	震动 📳
震動	震動 📳
蒸馏瓶	蒸馏瓶 ⚗
蒸餾瓶	蒸餾瓶 ⚗
蒸气火车	蒸气火车 🚂
蒸汽机车	蒸汽机车 🚂
蒸汽機車	蒸汽機車 🚂
蒸氣火車	蒸氣火車 🚂
蒸碗	蒸碗 🍜
正面的鸡宝宝	正面的鸡宝宝 🐥
正面的雞寶寶	正面的雞寶寶 🐥
正面的小鸡	正面的小鸡 🐥
正面的小鸡宝宝	正面的小鸡宝宝 🐥
正面的小雞	正面的小雞 🐥
正面的小雞寶寶	正面的小雞寶寶 🐥
正确	正确 ✅ ✔ ⭕ 🙆
正確	正確 ✅ ✔ ⭕ 🙆
正中红心	正中红心 🎯
正中紅心	正中紅心 🎯
正装	正装 👔
正裝	正裝 👔
证件	证件 🆔
证件检查	证件检查 🛂
证书	证书 📄
證件	證件 🆔
證件檢查	證件檢查 🛂
證書	證書 📄
知道了	知道了 😐
知识份子	知识份子 🤓
知識份子	知識份子 🤓
蜘蛛	蜘蛛 🕷
蜘蛛网	蜘蛛网 🕸
蜘蛛網	蜘蛛網 🕸
直布罗陀	直布罗陀 🇬🇮
直布羅陀	直布羅陀 🇬🇮
直尺	直尺 📏
直方图	直方图 📊
直方圖	直方圖 📊
直接命中	直接命中 🎯
直升机	直升机 🚁
直升機	直升機 🚁
直昇機	直昇機 🚁
直饮水	直饮水 🚰
直飲水	直飲水 🚰
植物	植物 🌰 🌱 🌲 🌳 🌴 🌵 🌷 🌸 🌹 🌺 🌻 🌼 🌽 🌾 🌿 🍀 🍁 🍂 🍃 🍄 🎍
纸牌	纸牌 🃏 🎴
纸箱	纸箱 📦
指	指 🈯
指定	指定 🈯
指环	指环 💍
指環	指環 💍
指甲油	指甲油 💅
指数	指数 💹
指數	指數 💹
紙牌	紙牌 🃏 🎴
紙箱	紙箱 📦
豸	豸 🐈
致命	致命 ☠
致谢	致谢 🙏
致謝	致謝 🙏
智慧	智慧 😇
智利	智利 🇨🇱
智能机	智能机 📱
智能機	智能機 📱
置顶	置顶 🔝
置頂	置頂 🔝
中等白方	中等白方 ◽
中等黑方	中等黑方 ◾
中方块	中方块 ◽ ◾
中方塊	中方塊 ◽ ◾
中非	中非 🇨🇫
中非共和国	中非共和国 🇨🇫
中非共和國	中非共和國 🇨🇫
中国	中国 🇨🇳
中国国旗	中国国旗 🇨🇳
中國	中國 🇨🇳
中华人民共和国	中华人民共和国 🇨🇳
中华人民共和国国旗	中华人民共和国国旗 🇨🇳
中華人民共和國	中華人民共和國 🇨🇳
中華人民共和國國旗	中華人民共和國國旗 🇨🇳
中秋	中秋 🌕 🎑
中秋节	中秋节 🌕 🎑
中秋節	中秋節 🌕 🎑
中日韩标点	中日韩标点 〽
中日韓標點	中日韓標點 〽
中式快餐	中式快餐 🍱
中午好	中午好 🙂
中学	中学 🏫
中學	中學 🏫
中药	中药 🌿
中藥	中藥 🌿
中指	中指 🖕
终点	终点 🏁 🚩
終點	終點 🏁 🚩
仲秋	仲秋 🌕 🎑
重新播放	重新播放 🔃
重新读取	重新读取 🔃
重新讀取	重新讀取 🔃
重新载入	重新载入 🔃
重新載入	重新載入 🔃
重新整理	重新整理 🔄
重载	重载 🔃
重載	重載 🔃
重做	重做 ↪
皱眉	皱眉 😠 🙍
皺眉	皺眉 😠 🙍
骤雨	骤雨 ☔
驟雨	驟雨 ☔
朱古力	朱古力 🍫
朱古力棒	朱古力棒 🍫
朱古力饼	朱古力饼 🍪
朱古力餅	朱古力餅 🍪
朱古力圈	朱古力圈 🍩
珠宝	珠宝 💎
珠寶	珠寶 💎
猪	猪 🐖 🐗 🐷
猪鼻	猪鼻 🐽
猪鼻子	猪鼻子 🐽
猪脸	猪脸 🐷
猪年	猪年 🐷
猪肉	猪肉 🐖
猪头	猪头 🐗 🐷
猪头三	猪头三 🐷
蛛	蛛 🕷
蛛网	蛛网 🕸
蛛網	蛛網 🕸
豬	豬 🐖 🐗 🐷
豬鼻	豬鼻 🐽
豬鼻子	豬鼻子 🐽
豬臉	豬臉 🐷
豬年	豬年 🐷
豬肉	豬肉 🐖
豬頭	豬頭 🐗 🐷
豬頭三	豬頭三 🐷
竹节	竹节 🎍
竹節	竹節 🎍
主意	主意 💭
属狗	属狗 🐶
属猴	属猴 🐵
属虎	属虎 🐯
属鸡	属鸡 🐔
属龙	属龙 🐲
属马	属马 🐴
属猫	属猫 🐱
属牛	属牛 🐮
属蛇	属蛇 🐍
属鼠	属鼠 🐭
属兔	属兔 🐰
属猪	属猪 🐷
屬狗	屬狗 🐶
屬猴	屬猴 🐵
屬虎	屬虎 🐯
屬雞	屬雞 🐔
屬龍	屬龍 🐲
屬馬	屬馬 🐴
屬貓	屬貓 🐱
屬牛	屬牛 🐮
屬蛇	屬蛇 🐍
屬鼠	屬鼠 🐭
屬兔	屬兔 🐰
屬豬	屬豬 🐷
住店	住店 🛌
住家	住家 🏠 🏡
住宿	住宿 🛌
住宅	住宅 🏠 🏡
住宅楼	住宅楼 🏠
住宅樓	住宅樓 🏠
住宅区	住宅区 🏘
住宅區	住宅區 🏘
注册	注册 ®
注册商标	注册商标 ®
注目	注目 👁
注射	注射 💉
注射器	注射器 💉
注视	注视 👁
注視	注視 👁
注意	注意 ⚠
注意儿童	注意儿童 🚸
注意兒童	注意兒童 🚸
注意事项	注意事项 📋
注意事項	注意事項 📋
祝	祝 ㊗
祝福	祝福 ㊗
祝贺	祝贺 ㊗
祝賀	祝賀 ㊗
祝日	祝日 🎌
著火	著火 🔥
著急	著急 😣
著陆	著陆 🛬
著陸	著陸 🛬
著迷	著迷 😍 😻
註冊	註冊 ®
註冊商標	註冊商標 ®
爪印	爪印 🐾
转上	转上 ⤴
转下	转下 ⤵
转向后方	转向后方 ⤵
转向前方	转向前方 ⤴
轉上	轉上 ⤴
轉下	轉下 ⤵
轉向後方	轉向後方 ⤵
轉向前方	轉向前方 ⤴
撞击	撞击 💥
撞擊	撞擊 💥
撞球	撞球 🎱
准确	准确 🎯
准许	准许 🙆
准許	准許 🙆
準確	準確 🎯
桌球	桌球 🎱
桌游	桌游 🎴
桌游卡	桌游卡 🎴
桌遊	桌遊 🎴
桌遊卡	桌遊卡 🎴
着急	着急 😣
着迷	着迷 😍 😻
咨询	咨询 ℹ
资金	资金 💲
资料	资料 💾 📃 📄
资料夹	资料夹 📁
资讯	资讯 ℹ
資金	資金 💲
資料	資料 💾 📃 📄
資料夾	資料夾 📁
資訊	資訊 ℹ
諮詢	諮詢 ℹ
子弹列车	子弹列车 🚅
子弹头	子弹头 🚄 🚅
子彈列車	子彈列車 🚅
子彈頭	子彈頭 🚄 🚅
子午线	子午线 🌐
子午線	子午線 🌐
姊弟	姊弟 👫
姊妹	姊妹 👭
紫荆花旗	紫荆花旗 🇭🇰
紫荊花旗	紫荊花旗 🇭🇰
紫色心形	紫色心形 💜
紫心	紫心 💜
字母	字母 🔤
自动柜员机	自动柜员机 🏧
自動櫃員機	自動櫃員機 🏧
自然	自然 🌃 🌄 🌅 🌆 🌇 🌈 🌉 🌊 🌋 🌌
自然风光	自然风光 🏞
自然風光	自然風光 🏞
自信	自信 😼
自行车	自行车 🚲
自行车手	自行车手 🚴
自行車	自行車 🚲
自行車手	自行車手 🚴
自由	自由 🆓
自由女神	自由女神 🗽
自由泳	自由泳 🏊
宗教	宗教 🛐
棕榈	棕榈 🌴
棕榈树	棕榈树 🌴
棕櫚	棕櫚 🌴
棕櫚樹	棕櫚樹 🌴
棕熊	棕熊 🐻
踪迹	踪迹 🐾
蹤跡	蹤跡 🐾
走	走 🚶
足迹	足迹 🐾 👣
足跡	足跡 🐾 👣
足球	足球 ⚽
足印	足印 🐾 👣
祖父	祖父 👴
祖母	祖母 👵
鑽戒	鑽戒 💍
鑽石	鑽石 💎
钻戒	钻戒 💍
钻石	钻石 💎
嘴	嘴 👄
嘴巴	嘴巴 👄
嘴馋	嘴馋 😋
嘴饞	嘴饞 😋
嘴唇	嘴唇 👄
嘴角上扬	嘴角上扬 😏
嘴角上揚	嘴角上揚 😏
樽	樽 🏺
左	左 ⬅
左边	左边 👈
左邊	左邊 👈
左回转	左回转 ↩
左迴轉	左迴轉 ↩
左轮枪	左轮枪 🔫
左輪槍	左輪槍 🔫
左上	左上 ↖
左上箭头	左上箭头 ↖
左上箭頭	左上箭頭 ↖
左手边	左手边 👈
左手邊	左手邊 👈
左下	左下 ↙
左下箭头	左下箭头 ↙
左下箭頭	左下箭頭 ↙
左右	左右 ↔
左右箭头	左右箭头 ↔
左右箭頭	左右箭頭 ↔
左转	左转 ⬅
左轉	左轉 ⬅
作弄	作弄 😜
作曲	作曲 🎼
坐车	坐车 🚙
坐車	坐車 🚙
座机	座机 ☎
座機	座機 ☎
座位	座位 💺
座椅	座椅 💺
做鬼脸	做鬼脸 😜
做鬼臉	做鬼臉 😜
做礼拜	做礼拜 ⛪ 🛐
做禮拜	做禮拜 ⛪ 🛐
做实验	做实验 🔬
做實驗	做實驗 🔬
𪠳	𪠳 😏 😝
𪡃	𪡃 😟
𫙠	𫙠 🐬
㖿	㖿 ✌
㞎㞎	㞎㞎 💩
